station_id,region_id,date,tmean_c,tmean_c_source,tmin_c,tmin_c_source,tmax_c,tmax_c_source,precip_mm,precip_mm_source,relative_humidity_pct,relative_humidity_pct_source,sunshine_h,sunshine_h_source,shortwave_radiation_mj_m2,shortwave_radiation_mj_m2_source,wind_speed_mean_ms,wind_speed_mean_ms_source,wind_speed_max_ms,wind_speed_max_ms_source,et0_mm,et0_mm_source
haikou_region_proxy,haikou,2021-08-18,28.7,era5_raw_gapfill,26.2,era5_raw_gapfill,33.1,era5_raw_gapfill,0.9,era5_raw_gapfill,81.0,era5_raw_gapfill,12.103397222222224,era5_raw_gapfill,24.6,era5_complete_covariate,2.51,era5_complete_covariate,3.31,era5_complete_covariate,5.37,era5_complete_covariate
haikou_region_proxy,haikou,2021-08-19,28.4,era5_raw_gapfill,25.3,era5_raw_gapfill,33.0,era5_raw_gapfill,5.5,era5_raw_gapfill,81.0,era5_raw_gapfill,11.99496388888889,era5_raw_gapfill,24.13,era5_complete_covariate,2.45,era5_complete_covariate,3.42,era5_complete_covariate,5.24,era5_complete_covariate
haikou_region_proxy,haikou,2021-08-20,28.9,era5_raw_gapfill,25.5,era5_raw_gapfill,33.0,era5_raw_gapfill,0.2,era5_raw_gapfill,77.0,era5_raw_gapfill,12.30663888888889,era5_raw_gapfill,24.75,era5_complete_covariate,2.29,era5_complete_covariate,3.31,era5_complete_covariate,5.44,era5_complete_covariate
haikou_region_proxy,haikou,2021-08-21,29.0,era5_raw_gapfill,25.7,era5_raw_gapfill,33.1,era5_raw_gapfill,0.2,era5_raw_gapfill,79.0,era5_raw_gapfill,12.364638888888887,era5_raw_gapfill,24.9,era5_complete_covariate,2.48,era5_complete_covariate,3.73,era5_complete_covariate,5.5,era5_complete_covariate
haikou_region_proxy,haikou,2021-08-22,29.1,era5_raw_gapfill,25.9,era5_raw_gapfill,33.8,era5_raw_gapfill,0.2,era5_raw_gapfill,78.0,era5_raw_gapfill,11.963258333333334,era5_raw_gapfill,25.08,era5_complete_covariate,2.83,era5_complete_covariate,4.37,era5_complete_covariate,5.72,era5_complete_covariate
haikou_region_proxy,haikou,2021-08-23,29.4,era5_raw_gapfill,26.3,era5_raw_gapfill,33.9,era5_raw_gapfill,0.1,era5_raw_gapfill,75.0,era5_raw_gapfill,12.27212777777778,era5_raw_gapfill,25.48,era5_complete_covariate,3.55,era5_complete_covariate,4.83,era5_complete_covariate,5.95,era5_complete_covariate
haikou_region_proxy,haikou,2021-08-24,29.6,era5_raw_gapfill,26.6,era5_raw_gapfill,34.2,era5_raw_gapfill,0.2,era5_raw_gapfill,77.0,era5_raw_gapfill,12.191177777777778,era5_raw_gapfill,24.18,era5_complete_covariate,2.9,era5_complete_covariate,4.01,era5_complete_covariate,5.55,era5_complete_covariate
haikou_region_proxy,haikou,2021-08-25,29.3,era5_raw_gapfill,26.6,era5_raw_gapfill,33.1,era5_raw_gapfill,2.4,era5_raw_gapfill,78.0,era5_raw_gapfill,11.71,era5_raw_gapfill,22.44,era5_complete_covariate,3.58,era5_complete_covariate,4.91,era5_complete_covariate,5.29,era5_complete_covariate
haikou_region_proxy,haikou,2021-08-26,28.6,era5_raw_gapfill,26.0,era5_raw_gapfill,31.5,era5_raw_gapfill,3.1,era5_raw_gapfill,79.0,era5_raw_gapfill,12.02922777777778,era5_raw_gapfill,22.39,era5_complete_covariate,3.66,era5_complete_covariate,4.74,era5_complete_covariate,5.04,era5_complete_covariate
haikou_region_proxy,haikou,2021-08-27,28.0,era5_raw_gapfill,25.6,era5_raw_gapfill,30.9,era5_raw_gapfill,4.4,era5_raw_gapfill,82.0,era5_raw_gapfill,11.094686111111113,era5_raw_gapfill,20.46,era5_complete_covariate,2.6,era5_complete_covariate,4.1,era5_complete_covariate,4.35,era5_complete_covariate
haikou_region_proxy,haikou,2021-08-28,27.1,era5_raw_gapfill,25.7,era5_raw_gapfill,29.4,era5_raw_gapfill,6.3,era5_raw_gapfill,85.0,era5_raw_gapfill,10.21595,era5_raw_gapfill,19.68,era5_complete_covariate,2.41,era5_complete_covariate,4.0,era5_complete_covariate,3.98,era5_complete_covariate
haikou_region_proxy,haikou,2021-08-29,27.5,era5_raw_gapfill,24.8,era5_raw_gapfill,31.0,era5_raw_gapfill,8.8,era5_raw_gapfill,84.0,era5_raw_gapfill,10.203355555555556,era5_raw_gapfill,19.38,era5_complete_covariate,2.18,era5_complete_covariate,3.96,era5_complete_covariate,4.08,era5_complete_covariate
haikou_region_proxy,haikou,2021-08-30,27.4,era5_raw_gapfill,25.2,era5_raw_gapfill,31.2,era5_raw_gapfill,14.3,era5_raw_gapfill,87.0,era5_raw_gapfill,10.459738888888888,era5_raw_gapfill,18.21,era5_complete_covariate,1.6,era5_complete_covariate,2.97,era5_complete_covariate,3.78,era5_complete_covariate
haikou_region_proxy,haikou,2021-08-31,27.3,era5_raw_gapfill,25.0,era5_raw_gapfill,30.5,era5_raw_gapfill,9.6,era5_raw_gapfill,86.0,era5_raw_gapfill,11.743927777777778,era5_raw_gapfill,19.02,era5_complete_covariate,1.86,era5_complete_covariate,3.76,era5_complete_covariate,3.92,era5_complete_covariate
haikou_region_proxy,haikou,2021-09-01,26.6,era5_raw_gapfill,24.7,era5_raw_gapfill,29.0,era5_raw_gapfill,14.4,era5_raw_gapfill,89.0,era5_raw_gapfill,9.490727777777778,era5_raw_gapfill,15.87,era5_complete_covariate,1.47,era5_complete_covariate,2.8,era5_complete_covariate,3.16,era5_complete_covariate
haikou_region_proxy,haikou,2021-09-02,26.7,era5_raw_gapfill,24.7,era5_raw_gapfill,31.0,era5_raw_gapfill,28.9,era5_raw_gapfill,89.0,era5_raw_gapfill,8.703344444444445,era5_raw_gapfill,16.12,era5_complete_covariate,1.42,era5_complete_covariate,2.59,era5_complete_covariate,3.35,era5_complete_covariate
haikou_region_proxy,haikou,2021-09-03,27.6,era5_raw_gapfill,24.4,era5_raw_gapfill,32.2,era5_raw_gapfill,14.4,era5_raw_gapfill,84.0,era5_raw_gapfill,11.488727777777775,era5_raw_gapfill,19.94,era5_complete_covariate,1.76,era5_complete_covariate,2.79,era5_complete_covariate,4.2,era5_complete_covariate
haikou_region_proxy,haikou,2021-09-04,27.3,era5_raw_gapfill,25.0,era5_raw_gapfill,31.7,era5_raw_gapfill,12.1,era5_raw_gapfill,84.0,era5_raw_gapfill,11.422341666666666,era5_raw_gapfill,17.99,era5_complete_covariate,2.25,era5_complete_covariate,3.16,era5_complete_covariate,3.85,era5_complete_covariate
haikou_region_proxy,haikou,2021-09-05,27.7,era5_raw_gapfill,25.1,era5_raw_gapfill,33.0,era5_raw_gapfill,5.9,era5_raw_gapfill,83.0,era5_raw_gapfill,9.903180555555554,era5_raw_gapfill,18.98,era5_complete_covariate,2.34,era5_complete_covariate,3.45,era5_complete_covariate,4.11,era5_complete_covariate
haikou_region_proxy,haikou,2021-09-06,27.8,era5_raw_gapfill,24.8,era5_raw_gapfill,31.2,era5_raw_gapfill,10.0,era5_raw_gapfill,85.0,era5_raw_gapfill,10.631222222222222,era5_raw_gapfill,20.38,era5_complete_covariate,1.53,era5_complete_covariate,3.05,era5_complete_covariate,4.24,era5_complete_covariate
haikou_region_proxy,haikou,2021-09-07,27.0,era5_raw_gapfill,25.3,era5_raw_gapfill,29.7,era5_raw_gapfill,8.9,era5_raw_gapfill,89.0,era5_raw_gapfill,8.857722222222222,era5_raw_gapfill,16.37,era5_complete_covariate,2.85,era5_complete_covariate,4.98,era5_complete_covariate,3.28,era5_complete_covariate
haikou_region_proxy,haikou,2021-09-08,28.3,era5_raw_gapfill,25.6,era5_raw_gapfill,32.2,era5_raw_gapfill,2.1,era5_raw_gapfill,83.0,era5_raw_gapfill,11.657491666666669,era5_raw_gapfill,21.74,era5_complete_covariate,3.09,era5_complete_covariate,4.2,era5_complete_covariate,4.67,era5_complete_covariate
haikou_region_proxy,haikou,2021-09-09,28.4,era5_raw_gapfill,25.5,era5_raw_gapfill,32.0,era5_raw_gapfill,0.9,era5_raw_gapfill,83.0,era5_raw_gapfill,11.667597222222222,era5_raw_gapfill,21.56,era5_complete_covariate,2.07,era5_complete_covariate,3.91,era5_complete_covariate,4.58,era5_complete_covariate
haikou_region_proxy,haikou,2021-09-10,27.7,era5_raw_gapfill,25.9,era5_raw_gapfill,29.3,era5_raw_gapfill,10.4,era5_raw_gapfill,86.0,era5_raw_gapfill,5.802655555555556,era5_raw_gapfill,13.05,era5_complete_covariate,2.79,era5_complete_covariate,4.08,era5_complete_covariate,2.88,era5_complete_covariate
haikou_region_proxy,haikou,2021-09-11,29.0,era5_raw_gapfill,26.6,era5_raw_gapfill,32.3,era5_raw_gapfill,1.5,era5_raw_gapfill,82.0,era5_raw_gapfill,11.34488611111111,era5_raw_gapfill,20.86,era5_complete_covariate,3.41,era5_complete_covariate,5.42,era5_complete_covariate,4.53,era5_complete_covariate
haikou_region_proxy,haikou,2021-09-12,28.9,era5_raw_gapfill,25.6,era5_raw_gapfill,33.2,era5_raw_gapfill,0.2,era5_raw_gapfill,81.0,era5_raw_gapfill,11.557333333333334,era5_raw_gapfill,23.3,era5_complete_covariate,1.78,era5_complete_covariate,3.22,era5_complete_covariate,5.02,era5_complete_covariate
haikou_region_proxy,haikou,2021-09-13,28.8,era5_raw_gapfill,25.8,era5_raw_gapfill,31.9,era5_raw_gapfill,4.1,era5_raw_gapfill,83.0,era5_raw_gapfill,11.43035,era5_raw_gapfill,21.44,era5_complete_covariate,2.63,era5_complete_covariate,4.2,era5_complete_covariate,4.61,era5_complete_covariate
haikou_region_proxy,haikou,2021-09-14,28.6,era5_raw_gapfill,27.3,era5_raw_gapfill,30.8,era5_raw_gapfill,6.2,era5_raw_gapfill,85.0,era5_raw_gapfill,7.670544444444444,era5_raw_gapfill,15.51,era5_complete_covariate,3.5,era5_complete_covariate,4.43,era5_complete_covariate,3.49,era5_complete_covariate
haikou_region_proxy,haikou,2021-09-15,28.1,era5_raw_gapfill,25.4,era5_raw_gapfill,32.5,era5_raw_gapfill,9.5,era5_raw_gapfill,84.0,era5_raw_gapfill,9.736975,era5_raw_gapfill,17.81,era5_complete_covariate,2.35,era5_complete_covariate,4.2,era5_complete_covariate,3.93,era5_complete_covariate
haikou_region_proxy,haikou,2021-09-16,28.1,era5_raw_gapfill,24.8,era5_raw_gapfill,32.5,era5_raw_gapfill,2.3,era5_raw_gapfill,82.0,era5_raw_gapfill,11.036672222222222,era5_raw_gapfill,20.11,era5_complete_covariate,1.29,era5_complete_covariate,1.7,era5_complete_covariate,4.28,era5_complete_covariate
haikou_region_proxy,haikou,2021-09-17,28.3,era5_raw_gapfill,25.4,era5_raw_gapfill,33.2,era5_raw_gapfill,3.7,era5_raw_gapfill,81.0,era5_raw_gapfill,11.26293888888889,era5_raw_gapfill,22.83,era5_complete_covariate,1.09,era5_complete_covariate,2.68,era5_complete_covariate,4.82,era5_complete_covariate
haikou_region_proxy,haikou,2021-09-18,28.6,era5_raw_gapfill,25.4,era5_raw_gapfill,32.3,era5_raw_gapfill,1.0,era5_raw_gapfill,81.0,era5_raw_gapfill,11.204327777777776,era5_raw_gapfill,22.44,era5_complete_covariate,1.72,era5_complete_covariate,2.63,era5_complete_covariate,4.82,era5_complete_covariate
haikou_region_proxy,haikou,2021-09-19,28.4,era5_raw_gapfill,26.0,era5_raw_gapfill,31.9,era5_raw_gapfill,5.3,era5_raw_gapfill,84.0,era5_raw_gapfill,11.145772222222222,era5_raw_gapfill,19.55,era5_complete_covariate,2.08,era5_complete_covariate,3.4,era5_complete_covariate,4.17,era5_complete_covariate
haikou_region_proxy,haikou,2021-09-20,28.4,era5_raw_gapfill,25.3,era5_raw_gapfill,32.4,era5_raw_gapfill,8.8,era5_raw_gapfill,83.0,era5_raw_gapfill,11.067147222222223,era5_raw_gapfill,20.91,era5_complete_covariate,1.7,era5_complete_covariate,3.3,era5_complete_covariate,4.47,era5_complete_covariate
haikou_region_proxy,haikou,2021-09-21,26.9,era5_raw_gapfill,25.5,era5_raw_gapfill,28.7,era5_raw_gapfill,4.0,era5_raw_gapfill,89.0,era5_raw_gapfill,9.67326111111111,era5_raw_gapfill,15.61,era5_complete_covariate,1.47,era5_complete_covariate,2.2,era5_complete_covariate,3.16,era5_complete_covariate
haikou_region_proxy,haikou,2021-09-22,27.6,era5_raw_gapfill,24.9,era5_raw_gapfill,31.1,era5_raw_gapfill,12.4,era5_raw_gapfill,85.0,era5_raw_gapfill,10.235741666666666,era5_raw_gapfill,19.33,era5_complete_covariate,1.98,era5_complete_covariate,3.62,era5_complete_covariate,4.08,era5_complete_covariate
haikou_region_proxy,haikou,2021-09-23,26.7,era5_raw_gapfill,25.3,era5_raw_gapfill,30.0,era5_raw_gapfill,7.8,era5_raw_gapfill,89.0,era5_raw_gapfill,10.496488888888887,era5_raw_gapfill,17.47,era5_complete_covariate,2.83,era5_complete_covariate,4.32,era5_complete_covariate,3.43,era5_complete_covariate
haikou_region_proxy,haikou,2021-09-24,26.5,era5_raw_gapfill,25.0,era5_raw_gapfill,28.7,era5_raw_gapfill,14.4,era5_raw_gapfill,90.0,era5_raw_gapfill,6.641091666666667,era5_raw_gapfill,13.56,era5_complete_covariate,3.96,era5_complete_covariate,5.38,era5_complete_covariate,2.77,era5_complete_covariate
haikou_region_proxy,haikou,2021-09-25,27.2,era5_raw_gapfill,24.7,era5_raw_gapfill,31.3,era5_raw_gapfill,3.7,era5_raw_gapfill,87.0,era5_raw_gapfill,11.0,era5_raw_gapfill,17.46,era5_complete_covariate,3.06,era5_complete_covariate,4.3,era5_complete_covariate,3.66,era5_complete_covariate
haikou_region_proxy,haikou,2021-09-26,26.0,era5_raw_gapfill,24.6,era5_raw_gapfill,28.7,era5_raw_gapfill,15.8,era5_raw_gapfill,89.0,era5_raw_gapfill,6.940561111111111,era5_raw_gapfill,12.85,era5_complete_covariate,2.54,era5_complete_covariate,4.01,era5_complete_covariate,2.61,era5_complete_covariate
haikou_region_proxy,haikou,2021-09-27,27.0,era5_raw_gapfill,24.1,era5_raw_gapfill,30.9,era5_raw_gapfill,5.2,era5_raw_gapfill,87.0,era5_raw_gapfill,11.0,era5_raw_gapfill,16.75,era5_complete_covariate,1.59,era5_complete_covariate,3.28,era5_complete_covariate,3.49,era5_complete_covariate
haikou_region_proxy,haikou,2021-09-28,27.5,era5_raw_gapfill,24.3,era5_raw_gapfill,31.7,era5_raw_gapfill,0.0,era5_raw_gapfill,83.0,era5_raw_gapfill,11.0,era5_raw_gapfill,21.81,era5_complete_covariate,1.83,era5_complete_covariate,3.0,era5_complete_covariate,4.57,era5_complete_covariate
haikou_region_proxy,haikou,2021-09-29,27.4,era5_raw_gapfill,23.1,era5_raw_gapfill,32.2,era5_raw_gapfill,0.0,era5_raw_gapfill,81.0,era5_raw_gapfill,11.036936111111112,era5_raw_gapfill,23.3,era5_complete_covariate,1.32,era5_complete_covariate,2.28,era5_complete_covariate,4.89,era5_complete_covariate
haikou_region_proxy,haikou,2021-09-30,28.0,era5_raw_gapfill,24.3,era5_raw_gapfill,33.0,era5_raw_gapfill,0.0,era5_raw_gapfill,79.0,era5_raw_gapfill,11.045105555555557,era5_raw_gapfill,23.45,era5_complete_covariate,1.6,era5_complete_covariate,2.34,era5_complete_covariate,4.99,era5_complete_covariate
haikou_region_proxy,haikou,2021-10-01,28.4,station_observed,24.0,station_observed,34.6,station_observed,0.0,station_observed,73.0,station_observed,10.5,station_observed,23.37,era5_complete_covariate,1.63,era5_complete_covariate,2.61,era5_complete_covariate,5.02,era5_complete_covariate
haikou_region_proxy,haikou,2021-10-02,28.4,station_observed,24.6,station_observed,33.7,station_observed,0.0,station_observed,71.8,station_observed,10.2,station_observed,22.09,era5_complete_covariate,2.0,era5_complete_covariate,2.83,era5_complete_covariate,4.84,era5_complete_covariate
haikou_region_proxy,haikou,2021-10-03,28.4,station_observed,25.0,station_observed,34.0,station_observed,0.0,station_observed,76.5,station_observed,8.6,station_observed,20.03,era5_complete_covariate,2.29,era5_complete_covariate,3.63,era5_complete_covariate,4.45,era5_complete_covariate
haikou_region_proxy,haikou,2021-10-04,27.0,station_observed,25.3,station_observed,32.8,station_observed,16.2,station_observed,87.5,station_observed,4.4,station_observed,17.57,era5_complete_covariate,3.68,era5_complete_covariate,5.9,era5_complete_covariate,4.09,era5_complete_covariate
haikou_region_proxy,haikou,2021-10-05,25.5,station_observed,23.6,station_observed,26.1,station_observed,90.0,station_observed,96.8,station_observed,0.0,station_observed,8.94,era5_complete_covariate,3.71,era5_complete_covariate,5.29,era5_complete_covariate,1.98,era5_complete_covariate
haikou_region_proxy,haikou,2021-10-06,26.9,station_observed,24.4,station_observed,32.2,station_observed,6.1,station_observed,88.5,station_observed,4.0,station_observed,18.82,era5_complete_covariate,5.2,era5_complete_covariate,7.07,era5_complete_covariate,4.29,era5_complete_covariate
haikou_region_proxy,haikou,2021-10-07,25.9,station_observed,24.6,station_observed,28.1,station_observed,22.5,station_observed,93.0,station_observed,1.1,station_observed,9.47,era5_complete_covariate,7.22,era5_complete_covariate,8.72,era5_complete_covariate,2.48,era5_complete_covariate
haikou_region_proxy,haikou,2021-10-08,25.3,station_observed,24.8,station_observed,26.2,station_observed,216.3,station_observed,96.8,station_observed,0.0,station_observed,3.47,era5_complete_covariate,6.75,era5_complete_covariate,9.02,era5_complete_covariate,0.99,era5_complete_covariate
haikou_region_proxy,haikou,2021-10-09,25.6,station_observed,24.5,station_observed,27.0,station_observed,72.7,station_observed,95.8,station_observed,0.0,station_observed,9.9,era5_complete_covariate,3.86,era5_complete_covariate,5.8,era5_complete_covariate,2.31,era5_complete_covariate
haikou_region_proxy,haikou,2021-10-10,27.2,station_observed,24.3,station_observed,32.2,station_observed,5.1,station_observed,83.8,station_observed,5.3,station_observed,10.26,era5_complete_covariate,3.2,era5_complete_covariate,4.51,era5_complete_covariate,2.6,era5_complete_covariate
haikou_region_proxy,haikou,2021-10-11,26.4,station_observed,24.9,station_observed,28.9,station_observed,3.6,station_observed,92.0,station_observed,3.3,station_observed,14.05,era5_complete_covariate,3.07,era5_complete_covariate,4.94,era5_complete_covariate,3.04,era5_complete_covariate
haikou_region_proxy,haikou,2021-10-12,24.7,station_observed,22.4,station_observed,27.2,station_observed,0.0,station_observed,74.8,station_observed,8.8,station_observed,20.18,era5_complete_covariate,5.44,era5_complete_covariate,6.8,era5_complete_covariate,4.55,era5_complete_covariate
haikou_region_proxy,haikou,2021-10-13,22.8,station_observed,19.4,station_observed,24.7,station_observed,48.1,station_observed,88.0,station_observed,0.0,station_observed,3.38,era5_complete_covariate,10.18,era5_complete_covariate,14.68,era5_complete_covariate,1.68,era5_complete_covariate
haikou_region_proxy,haikou,2021-10-14,25.8,station_observed,24.0,station_observed,30.1,station_observed,15.2,station_observed,86.5,station_observed,1.0,station_observed,11.82,era5_complete_covariate,5.5,era5_complete_covariate,8.77,era5_complete_covariate,2.95,era5_complete_covariate
haikou_region_proxy,haikou,2021-10-15,26.1,station_observed,24.3,station_observed,29.4,station_observed,98.5,station_observed,95.8,station_observed,0.1,station_observed,8.55,era5_complete_covariate,3.1,era5_complete_covariate,4.18,era5_complete_covariate,1.81,era5_complete_covariate
haikou_region_proxy,haikou,2021-10-16,24.8,station_observed,22.5,station_observed,26.4,station_observed,18.2,station_observed,91.8,station_observed,0.0,station_observed,6.44,era5_complete_covariate,6.47,era5_complete_covariate,8.07,era5_complete_covariate,1.83,era5_complete_covariate
haikou_region_proxy,haikou,2021-10-17,23.2,station_observed,22.7,station_observed,24.7,station_observed,3.1,station_observed,90.2,station_observed,0.0,station_observed,6.84,era5_complete_covariate,7.21,era5_complete_covariate,9.05,era5_complete_covariate,2.28,era5_complete_covariate
haikou_region_proxy,haikou,2021-10-18,23.8,station_observed,22.8,station_observed,25.0,station_observed,51.4,station_observed,96.5,station_observed,0.0,station_observed,6.58,era5_complete_covariate,6.01,era5_complete_covariate,7.24,era5_complete_covariate,1.69,era5_complete_covariate
haikou_region_proxy,haikou,2021-10-19,25.8,station_observed,24.2,station_observed,29.6,station_observed,7.1,station_observed,90.0,station_observed,0.8,station_observed,13.69,era5_complete_covariate,3.34,era5_complete_covariate,4.23,era5_complete_covariate,2.88,era5_complete_covariate
haikou_region_proxy,haikou,2021-10-20,26.2,station_observed,24.1,station_observed,30.7,station_observed,0.1,station_observed,88.2,station_observed,3.3,station_observed,16.2,era5_complete_covariate,2.4,era5_complete_covariate,3.83,era5_complete_covariate,3.28,era5_complete_covariate
haikou_region_proxy,haikou,2021-10-21,27.1,station_observed,24.1,station_observed,32.8,station_observed,5.9,station_observed,85.5,station_observed,6.3,station_observed,16.52,era5_complete_covariate,2.23,era5_complete_covariate,4.76,era5_complete_covariate,3.38,era5_complete_covariate
haikou_region_proxy,haikou,2021-10-22,21.2,station_observed,20.0,station_observed,23.4,station_observed,9.5,station_observed,95.2,station_observed,0.0,station_observed,8.02,era5_complete_covariate,5.1,era5_complete_covariate,5.64,era5_complete_covariate,1.85,era5_complete_covariate
haikou_region_proxy,haikou,2021-10-23,21.3,station_observed,20.1,station_observed,23.0,station_observed,0.9,station_observed,85.2,station_observed,0.0,station_observed,10.77,era5_complete_covariate,4.43,era5_complete_covariate,5.92,era5_complete_covariate,2.52,era5_complete_covariate
haikou_region_proxy,haikou,2021-10-24,22.7,station_observed,20.4,station_observed,26.2,station_observed,0.5,station_observed,82.8,station_observed,4.5,station_observed,15.27,era5_complete_covariate,4.32,era5_complete_covariate,6.17,era5_complete_covariate,3.37,era5_complete_covariate
