task,model_id,cohort,n,MAE_days,RMSE_days,mean_bias_days,Spearman_r,prediction_interval_coverage,interval_note
P3,P3-B0,main,12,4.916666667,6.238322424,1.25,0.6829053712,NA,not_estimated_insufficient_independent_calibration_years
