season_id,orchard_id,harvest_year,window_type,role,boundary_training_years,metric_training_years,induction_metric_spec,chain_trace,feature_status,prediction_context,induction_temperature_metric,induction_water_balance_mm,flowering_precipitation_hours,fruit_gdd,fruit_heat_days,flowering_radiation_mean,predicted_inflorescence_date_offset,predicted_full_bloom_date_offset,induction_start,induction_end,flowering_start,flowering_end,fruit_development_start,fruit_development_end,outer_holdout_year
bannei_2022,bannei,2022,W1-MEDIAN,training,2022;2024;2025;2026,2022;2024;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}",[],complete,realized_weather_conditional; W2_has_observed_future_boundaries,61,157.11,425,932.1,0,11.7682,19,68,2021-09-25,2022-01-20,2022-01-20,2022-03-10,2022-03-10,2022-05-14,2023
bannei_2024,bannei,2024,W1-MEDIAN,training,2022;2024;2025;2026,2022;2024;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}",[],complete,realized_weather_conditional; W2_has_observed_future_boundaries,47,165.24,347,1073.8,5,12.6916,19,68,2023-09-25,2024-01-20,2024-01-20,2024-03-09,2024-03-09,2024-05-13,2023
bannei_2026,bannei,2026,W1-MEDIAN,training,2022;2024;2025;2026,2022;2024;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}",[],complete,realized_weather_conditional; W2_has_observed_future_boundaries,60,255.75,127,1033.2,4,15.3834,19,68,2025-09-25,2026-01-20,2026-01-20,2026-03-10,2026-03-10,2026-05-14,2023
hongming_2022,hongming,2022,W1-MEDIAN,training,2022;2024;2025;2026,2022;2024;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}",[],complete,realized_weather_conditional; W2_has_observed_future_boundaries,69,169.49,356,967.8,10,11.55096154,14,65,2021-09-15,2022-01-15,2022-01-15,2022-03-07,2022-03-07,2022-05-12,2023
hongming_2024,hongming,2024,W1-MEDIAN,training,2022;2024;2025;2026,2022;2024;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}",[],complete,realized_weather_conditional; W2_has_observed_future_boundaries,57,160.12,143,1133.8,27,13.43326923,14,65,2023-09-15,2024-01-15,2024-01-15,2024-03-06,2024-03-06,2024-05-11,2023
luhong_2022,luhong,2022,W1-MEDIAN,training,2022;2024;2025;2026,2022;2024;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}",[],complete,realized_weather_conditional; W2_has_observed_future_boundaries,51,244.7,232,1104.3,0,12.94918919,9,45,2021-09-01,2022-01-10,2022-01-10,2022-02-15,2022-02-15,2022-05-06,2023
luhong_2024,luhong,2024,W1-MEDIAN,training,2022;2024;2025;2026,2022;2024;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}",[],complete,realized_weather_conditional; W2_has_observed_future_boundaries,34,309.55,120,1238.7,0,13.80324324,9,45,2023-09-01,2024-01-10,2024-01-10,2024-02-15,2024-02-15,2024-05-05,2023
luhong_2025,luhong,2025,W1-MEDIAN,training,2022;2024;2025;2026,2022;2024;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}",[],complete,realized_weather_conditional; W2_has_observed_future_boundaries,40,348.85,50,1102.1,0,14.20540541,9,45,2024-09-01,2025-01-10,2025-01-10,2025-02-15,2025-02-15,2025-05-06,2023
luhong_2026,luhong,2026,W1-MEDIAN,training,2022;2024;2025;2026,2022;2024;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}",[],complete,realized_weather_conditional; W2_has_observed_future_boundaries,41,501.39,38,1196.1,0,16.13594595,9,45,2025-09-01,2026-01-10,2026-01-10,2026-02-15,2026-02-15,2026-05-06,2023
bannei_2023,bannei,2023,W1-MEDIAN,evaluation,2022;2024;2025;2026,2022;2024;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}",[],complete,realized_weather_conditional; W2_has_observed_future_boundaries,53,161.11,181,993.3,2,15.2954,19,68,2022-09-25,2023-01-20,2023-01-20,2023-03-10,2023-03-10,2023-05-14,2023
