fit_id,validation,holdout_year,model_id,orchard_id,threshold,spec,inner_MAE_days,training_years,fit_season_ids,selection_mode
main_P2_P2-M1_LOYO_2023,LOYO,2023,P2-M1,hongming,413.8,"{""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 12}",7.222222222,2022;2024;2025;2026,hongming_2022;hongming_2024,nested_training_year_cv
main_P2_P2-M1_LOYO_2023,LOYO,2023,P2-M1,luhong,343.55,"{""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 12}",7.222222222,2022;2024;2025;2026,luhong_2022;luhong_2024;luhong_2025;luhong_2026,nested_training_year_cv
main_P2_P2-B0_LOYO_2024,LOYO,2024,P2-B0,bannei,49,"{""kind"": ""duration"", ""model_id"": ""P2-B0""}",3,2022;2023;2025;2026,bannei_2022;bannei_2023;bannei_2026,nested_training_year_cv
main_P2_P2-B0_LOYO_2024,LOYO,2024,P2-B0,hongming,55,"{""kind"": ""duration"", ""model_id"": ""P2-B0""}",3,2022;2023;2025;2026,hongming_2022;hongming_2023,nested_training_year_cv
main_P2_P2-B0_LOYO_2024,LOYO,2024,P2-B0,luhong,43,"{""kind"": ""duration"", ""model_id"": ""P2-B0""}",3,2022;2023;2025;2026,luhong_2022;luhong_2023;luhong_2025;luhong_2026,nested_training_year_cv
main_P2_P2-M1_LOYO_2024,LOYO,2024,P2-M1,bannei,722,"{""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}",2.888888889,2022;2023;2025;2026,bannei_2022;bannei_2023;bannei_2026,nested_training_year_cv
main_P2_P2-M1_LOYO_2024,LOYO,2024,P2-M1,hongming,816.95,"{""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}",2.888888889,2022;2023;2025;2026,hongming_2022;hongming_2023,nested_training_year_cv
main_P2_P2-M1_LOYO_2024,LOYO,2024,P2-M1,luhong,712.75,"{""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}",2.888888889,2022;2023;2025;2026,luhong_2022;luhong_2023;luhong_2025;luhong_2026,nested_training_year_cv
main_P2_P2-B0_LOYO_2025,LOYO,2025,P2-B0,bannei,47,"{""kind"": ""duration"", ""model_id"": ""P2-B0""}",4.545454545,2022;2023;2024;2026,bannei_2022;bannei_2023;bannei_2024;bannei_2026,nested_training_year_cv
main_P2_P2-B0_LOYO_2025,LOYO,2025,P2-B0,hongming,54,"{""kind"": ""duration"", ""model_id"": ""P2-B0""}",4.545454545,2022;2023;2024;2026,hongming_2022;hongming_2023;hongming_2024,nested_training_year_cv
main_P2_P2-B0_LOYO_2025,LOYO,2025,P2-B0,luhong,43,"{""kind"": ""duration"", ""model_id"": ""P2-B0""}",4.545454545,2022;2023;2024;2026,luhong_2022;luhong_2023;luhong_2024;luhong_2026,nested_training_year_cv
main_P2_P2-M1_LOYO_2025,LOYO,2025,P2-M1,bannei,383.8,"{""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 12}",2.454545455,2022;2023;2024;2026,bannei_2022;bannei_2023;bannei_2024;bannei_2026,nested_training_year_cv
main_P2_P2-M1_LOYO_2025,LOYO,2025,P2-M1,hongming,416.9,"{""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 12}",2.454545455,2022;2023;2024;2026,hongming_2022;hongming_2023;hongming_2024,nested_training_year_cv
main_P2_P2-M1_LOYO_2025,LOYO,2025,P2-M1,luhong,397.75,"{""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 12}",2.454545455,2022;2023;2024;2026,luhong_2022;luhong_2023;luhong_2024;luhong_2026,nested_training_year_cv
main_P2_P2-B0_LOYO_2026,LOYO,2026,P2-B0,bannei,49,"{""kind"": ""duration"", ""model_id"": ""P2-B0""}",7.9,2022;2023;2024;2025,bannei_2022;bannei_2023;bannei_2024,nested_training_year_cv
main_P2_P2-B0_LOYO_2026,LOYO,2026,P2-B0,hongming,54,"{""kind"": ""duration"", ""model_id"": ""P2-B0""}",7.9,2022;2023;2024;2025,hongming_2022;hongming_2023;hongming_2024,nested_training_year_cv
main_P2_P2-B0_LOYO_2026,LOYO,2026,P2-B0,luhong,36.5,"{""kind"": ""duration"", ""model_id"": ""P2-B0""}",7.9,2022;2023;2024;2025,luhong_2022;luhong_2023;luhong_2024;luhong_2025,nested_training_year_cv
main_P2_P2-M1_LOYO_2026,LOYO,2026,P2-M1,bannei,737.2,"{""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}",6.2,2022;2023;2024;2025,bannei_2022;bannei_2023;bannei_2024,nested_training_year_cv
main_P2_P2-M1_LOYO_2026,LOYO,2026,P2-M1,hongming,815.9,"{""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}",6.2,2022;2023;2024;2025,hongming_2022;hongming_2023;hongming_2024,nested_training_year_cv
main_P2_P2-M1_LOYO_2026,LOYO,2026,P2-M1,luhong,601.2,"{""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}",6.2,2022;2023;2024;2025,luhong_2022;luhong_2023;luhong_2024;luhong_2025,nested_training_year_cv
main_P2_P2-B0_rolling_2024,rolling,2024,P2-B0,bannei,49,"{""kind"": ""duration"", ""model_id"": ""P2-B0""}",0.6666666667,2022;2023,bannei_2022;bannei_2023,nested_training_year_cv
main_P2_P2-B0_rolling_2024,rolling,2024,P2-B0,hongming,55,"{""kind"": ""duration"", ""model_id"": ""P2-B0""}",0.6666666667,2022;2023,hongming_2022;hongming_2023,nested_training_year_cv
main_P2_P2-B0_rolling_2024,rolling,2024,P2-B0,luhong,43,"{""kind"": ""duration"", ""model_id"": ""P2-B0""}",0.6666666667,2022;2023,luhong_2022;luhong_2023,nested_training_year_cv
main_P2_P2-M1_rolling_2024,rolling,2024,P2-M1,bannei,729.6,"{""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}",1.166666667,2022;2023,bannei_2022;bannei_2023,nested_training_year_cv
main_P2_P2-M1_rolling_2024,rolling,2024,P2-M1,hongming,816.95,"{""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}",1.166666667,2022;2023,hongming_2022;hongming_2023,nested_training_year_cv
main_P2_P2-M1_rolling_2024,rolling,2024,P2-M1,luhong,720.05,"{""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}",1.166666667,2022;2023,luhong_2022;luhong_2023,nested_training_year_cv
main_P2_P2-B0_rolling_2025,rolling,2025,P2-B0,bannei,49,"{""kind"": ""duration"", ""model_id"": ""P2-B0""}",5.777777778,2022;2023;2024,bannei_2022;bannei_2023;bannei_2024,nested_training_year_cv
main_P2_P2-B0_rolling_2025,rolling,2025,P2-B0,hongming,54,"{""kind"": ""duration"", ""model_id"": ""P2-B0""}",5.777777778,2022;2023;2024,hongming_2022;hongming_2023;hongming_2024,nested_training_year_cv
main_P2_P2-B0_rolling_2025,rolling,2025,P2-B0,luhong,43,"{""kind"": ""duration"", ""model_id"": ""P2-B0""}",5.777777778,2022;2023;2024,luhong_2022;luhong_2023;luhong_2024,nested_training_year_cv
main_P2_P2-M1_rolling_2025,rolling,2025,P2-M1,bannei,487.2,"{""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 10}",3.888888889,2022;2023;2024,bannei_2022;bannei_2023;bannei_2024,nested_training_year_cv
main_P2_P2-M1_rolling_2025,rolling,2025,P2-M1,hongming,530.9,"{""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 10}",3.888888889,2022;2023;2024,hongming_2022;hongming_2023;hongming_2024,nested_training_year_cv
main_P2_P2-M1_rolling_2025,rolling,2025,P2-M1,luhong,480.9,"{""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 10}",3.888888889,2022;2023;2024,luhong_2022;luhong_2023;luhong_2024,nested_training_year_cv
main_P2_P2-B0_rolling_2026,rolling,2026,P2-B0,bannei,49,"{""kind"": ""duration"", ""model_id"": ""P2-B0""}",7.9,2022;2023;2024;2025,bannei_2022;bannei_2023;bannei_2024,nested_training_year_cv
main_P2_P2-B0_rolling_2026,rolling,2026,P2-B0,hongming,54,"{""kind"": ""duration"", ""model_id"": ""P2-B0""}",7.9,2022;2023;2024;2025,hongming_2022;hongming_2023;hongming_2024,nested_training_year_cv
main_P2_P2-B0_rolling_2026,rolling,2026,P2-B0,luhong,36.5,"{""kind"": ""duration"", ""model_id"": ""P2-B0""}",7.9,2022;2023;2024;2025,luhong_2022;luhong_2023;luhong_2024;luhong_2025,nested_training_year_cv
main_P2_P2-M1_rolling_2026,rolling,2026,P2-M1,bannei,737.2,"{""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}",6.2,2022;2023;2024;2025,bannei_2022;bannei_2023;bannei_2024,nested_training_year_cv
main_P2_P2-M1_rolling_2026,rolling,2026,P2-M1,hongming,815.9,"{""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}",6.2,2022;2023;2024;2025,hongming_2022;hongming_2023;hongming_2024,nested_training_year_cv
main_P2_P2-M1_rolling_2026,rolling,2026,P2-M1,luhong,601.2,"{""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}",6.2,2022;2023;2024;2025,luhong_2022;luhong_2023;luhong_2024;luhong_2025,nested_training_year_cv
main_P2_P2-M2_LOYO_2022,LOYO,2022,P2-M2,bannei,462.249925,"{""coefficient"": 0.25, ""kind"": ""gdd"", ""model_id"": ""P2-M2"", ""modifier"": ""radiation"", ""temperature"": 12}",6.444444444,2023;2024;2025;2026,bannei_2023;bannei_2024;bannei_2026,nested_training_year_cv
main_P2_P2-M2_LOYO_2022,LOYO,2022,P2-M2,hongming,501.0808937,"{""coefficient"": 0.25, ""kind"": ""gdd"", ""model_id"": ""P2-M2"", ""modifier"": ""radiation"", ""temperature"": 12}",6.444444444,2023;2024;2025;2026,hongming_2023;hongming_2024,nested_training_year_cv
main_P2_P2-M2_LOYO_2022,LOYO,2022,P2-M2,luhong,396.5034812,"{""coefficient"": 0.25, ""kind"": ""gdd"", ""model_id"": ""P2-M2"", ""modifier"": ""radiation"", ""temperature"": 12}",6.444444444,2023;2024;2025;2026,luhong_2023;luhong_2024;luhong_2025;luhong_2026,nested_training_year_cv
main_P2_P2-M2_LOYO_2023,LOYO,2023,P2-M2,bannei,380.4,"{""coefficient"": 0, ""kind"": ""gdd"", ""model_id"": ""P2-M2"", ""modifier"": ""radiation"", ""temperature"": 12}",7.222222222,2022;2024;2025;2026,bannei_2022;bannei_2024;bannei_2026,nested_training_year_cv
main_P2_P2-M2_LOYO_2023,LOYO,2023,P2-M2,hongming,413.8,"{""coefficient"": 0, ""kind"": ""gdd"", ""model_id"": ""P2-M2"", ""modifier"": ""radiation"", ""temperature"": 12}",7.222222222,2022;2024;2025;2026,hongming_2022;hongming_2024,nested_training_year_cv
main_P2_P2-M2_LOYO_2023,LOYO,2023,P2-M2,luhong,343.55,"{""coefficient"": 0, ""kind"": ""gdd"", ""model_id"": ""P2-M2"", ""modifier"": ""radiation"", ""temperature"": 12}",7.222222222,2022;2024;2025;2026,luhong_2022;luhong_2024;luhong_2025;luhong_2026,nested_training_year_cv
main_P2_P2-M2_LOYO_2024,LOYO,2024,P2-M2,bannei,722,"{""coefficient"": 0, ""kind"": ""gdd"", ""model_id"": ""P2-M2"", ""modifier"": ""radiation"", ""temperature"": 5}",2.888888889,2022;2023;2025;2026,bannei_2022;bannei_2023;bannei_2026,nested_training_year_cv
main_P2_P2-M2_LOYO_2024,LOYO,2024,P2-M2,hongming,816.95,"{""coefficient"": 0, ""kind"": ""gdd"", ""model_id"": ""P2-M2"", ""modifier"": ""radiation"", ""temperature"": 5}",2.888888889,2022;2023;2025;2026,hongming_2022;hongming_2023,nested_training_year_cv
main_P2_P2-M2_LOYO_2024,LOYO,2024,P2-M2,luhong,712.75,"{""coefficient"": 0, ""kind"": ""gdd"", ""model_id"": ""P2-M2"", ""modifier"": ""radiation"", ""temperature"": 5}",2.888888889,2022;2023;2025;2026,luhong_2022;luhong_2023;luhong_2025;luhong_2026,nested_training_year_cv
main_P2_P2-M2_LOYO_2025,LOYO,2025,P2-M2,bannei,383.8,"{""coefficient"": 0, ""kind"": ""gdd"", ""model_id"": ""P2-M2"", ""modifier"": ""radiation"", ""temperature"": 12}",2.454545455,2022;2023;2024;2026,bannei_2022;bannei_2023;bannei_2024;bannei_2026,nested_training_year_cv
main_P2_P2-M2_LOYO_2025,LOYO,2025,P2-M2,hongming,416.9,"{""coefficient"": 0, ""kind"": ""gdd"", ""model_id"": ""P2-M2"", ""modifier"": ""radiation"", ""temperature"": 12}",2.454545455,2022;2023;2024;2026,hongming_2022;hongming_2023;hongming_2024,nested_training_year_cv
main_P2_P2-M2_LOYO_2025,LOYO,2025,P2-M2,luhong,397.75,"{""coefficient"": 0, ""kind"": ""gdd"", ""model_id"": ""P2-M2"", ""modifier"": ""radiation"", ""temperature"": 12}",2.454545455,2022;2023;2024;2026,luhong_2022;luhong_2023;luhong_2024;luhong_2026,nested_training_year_cv
main_P2_P2-M2_LOYO_2026,LOYO,2026,P2-M2,bannei,737.2,"{""coefficient"": 0, ""kind"": ""gdd"", ""model_id"": ""P2-M2"", ""modifier"": ""radiation"", ""temperature"": 5}",6.2,2022;2023;2024;2025,bannei_2022;bannei_2023;bannei_2024,nested_training_year_cv
main_P2_P2-M2_LOYO_2026,LOYO,2026,P2-M2,hongming,815.9,"{""coefficient"": 0, ""kind"": ""gdd"", ""model_id"": ""P2-M2"", ""modifier"": ""radiation"", ""temperature"": 5}",6.2,2022;2023;2024;2025,hongming_2022;hongming_2023;hongming_2024,nested_training_year_cv
main_P2_P2-M2_LOYO_2026,LOYO,2026,P2-M2,luhong,601.2,"{""coefficient"": 0, ""kind"": ""gdd"", ""model_id"": ""P2-M2"", ""modifier"": ""radiation"", ""temperature"": 5}",6.2,2022;2023;2024;2025,luhong_2022;luhong_2023;luhong_2024;luhong_2025,nested_training_year_cv
main_P2_P2-M2_rolling_2024,rolling,2024,P2-M2,bannei,729.6,"{""coefficient"": 0, ""kind"": ""gdd"", ""model_id"": ""P2-M2"", ""modifier"": ""radiation"", ""temperature"": 5}",1.166666667,2022;2023,bannei_2022;bannei_2023,nested_training_year_cv
main_P2_P2-M2_rolling_2024,rolling,2024,P2-M2,hongming,816.95,"{""coefficient"": 0, ""kind"": ""gdd"", ""model_id"": ""P2-M2"", ""modifier"": ""radiation"", ""temperature"": 5}",1.166666667,2022;2023,hongming_2022;hongming_2023,nested_training_year_cv
main_P2_P2-M2_rolling_2024,rolling,2024,P2-M2,luhong,720.05,"{""coefficient"": 0, ""kind"": ""gdd"", ""model_id"": ""P2-M2"", ""modifier"": ""radiation"", ""temperature"": 5}",1.166666667,2022;2023,luhong_2022;luhong_2023,nested_training_year_cv
main_P2_P2-M2_rolling_2025,rolling,2025,P2-M2,bannei,487.2,"{""coefficient"": 0, ""kind"": ""gdd"", ""model_id"": ""P2-M2"", ""modifier"": ""radiation"", ""temperature"": 10}",3.888888889,2022;2023;2024,bannei_2022;bannei_2023;bannei_2024,nested_training_year_cv
main_P2_P2-M2_rolling_2025,rolling,2025,P2-M2,hongming,530.9,"{""coefficient"": 0, ""kind"": ""gdd"", ""model_id"": ""P2-M2"", ""modifier"": ""radiation"", ""temperature"": 10}",3.888888889,2022;2023;2024,hongming_2022;hongming_2023;hongming_2024,nested_training_year_cv
main_P2_P2-M2_rolling_2025,rolling,2025,P2-M2,luhong,480.9,"{""coefficient"": 0, ""kind"": ""gdd"", ""model_id"": ""P2-M2"", ""modifier"": ""radiation"", ""temperature"": 10}",3.888888889,2022;2023;2024,luhong_2022;luhong_2023;luhong_2024,nested_training_year_cv
main_P2_P2-M2_rolling_2026,rolling,2026,P2-M2,bannei,737.2,"{""coefficient"": 0, ""kind"": ""gdd"", ""model_id"": ""P2-M2"", ""modifier"": ""radiation"", ""temperature"": 5}",6.2,2022;2023;2024;2025,bannei_2022;bannei_2023;bannei_2024,nested_training_year_cv
main_P2_P2-M2_rolling_2026,rolling,2026,P2-M2,hongming,815.9,"{""coefficient"": 0, ""kind"": ""gdd"", ""model_id"": ""P2-M2"", ""modifier"": ""radiation"", ""temperature"": 5}",6.2,2022;2023;2024;2025,hongming_2022;hongming_2023;hongming_2024,nested_training_year_cv
main_P2_P2-M2_rolling_2026,rolling,2026,P2-M2,luhong,601.2,"{""coefficient"": 0, ""kind"": ""gdd"", ""model_id"": ""P2-M2"", ""modifier"": ""radiation"", ""temperature"": 5}",6.2,2022;2023;2024;2025,luhong_2022;luhong_2023;luhong_2024;luhong_2025,nested_training_year_cv
