season_id,actual_yield_kg_mu,normal_production_reference_kg_mu,reference_gap_kg_mu,status,interpretation
bannei_2025,0,NA,NA,blocked_no_validated_normal_Y-W3P,model_based_normal_production_reference_gap_not_causal_typhoon_loss
